zhen: 1 robot_money: 0 || boat_money: 0
zhen: 3517 robot_money: 64346 || boat_money: 10937
zhen: 3518 robot_money: 64346 || boat_money: 10937
zhen: 3519 robot_money: 64346 || boat_money: 10937
zhen: 3520 robot_money: 64346 || boat_money: 10937
zhen: 3521 robot_money: 64346 || boat_money: 10937
zhen: 3522 robot_money: 64346 || boat_money: 10937
zhen: 3523 robot_money: 64346 || boat_money: 10937
zhen: 3524 robot_money: 64346 || boat_money: 10937
zhen: 3525 robot_money: 64346 || boat_money: 10937
zhen: 3526 robot_money: 64346 || boat_money: 10937
zhen: 3527 robot_money: 64346 || boat_money: 10937
zhen: 3528 robot_money: 64346 || boat_money: 10937
zhen: 3529 robot_money: 64541 || boat_money: 10937
zhen: 3530 robot_money: 64727 || boat_money: 10937
zhen: 3531 robot_money: 64727 || boat_money: 10937
zhen: 3532 robot_money: 64727 || boat_money: 10937
zhen: 3533 robot_money: 64727 || boat_money: 10937
zhen: 3534 robot_money: 64727 || boat_money: 10937
zhen: 3535 robot_money: 64727 || boat_money: 10937
zhen: 3536 robot_money: 64918 || boat_money: 10937
zhen: 3537 robot_money: 64918 || boat_money: 10937
zhen: 3538 robot_money: 64918 || boat_money: 10937
zhen: 3539 robot_money: 65110 || boat_money: 10937
zhen: 3540 robot_money: 65110 || boat_money: 10937
zhen: 3541 robot_money: 65110 || boat_money: 10937
zhen: 3542 robot_money: 65110 || boat_money: 10937
zhen: 3543 robot_money: 65110 || boat_money: 10937
zhen: 3544 robot_money: 65110 || boat_money: 10937
zhen: 3545 robot_money: 65110 || boat_money: 10937
zhen: 3546 robot_money: 65110 || boat_money: 10937
zhen: 3547 robot_money: 65110 || boat_money: 10937
zhen: 3548 robot_money: 65110 || boat_money: 10937
zhen: 3549 robot_money: 65295 || boat_money: 10937
zhen: 3550 robot_money: 65295 || boat_money: 10937
zhen: 3551 robot_money: 65295 || boat_money: 10937
zhen: 3552 robot_money: 65486 || boat_money: 10937
zhen: 3553 robot_money: 65486 || boat_money: 10937
zhen: 3554 robot_money: 65486 || boat_money: 10937
zhen: 3555 robot_money: 65486 || boat_money: 10937
zhen: 3556 robot_money: 65486 || boat_money: 10937
zhen: 3557 robot_money: 65486 || boat_money: 10937
zhen: 3558 robot_money: 65486 || boat_money: 10937
zhen: 3559 robot_money: 65486 || boat_money: 10937
zhen: 3560 robot_money: 65676 || boat_money: 10937
zhen: 3561 robot_money: 65676 || boat_money: 10937
zhen: 3562 robot_money: 65676 || boat_money: 10937
zhen: 3563 robot_money: 65676 || boat_money: 10937
zhen: 3564 robot_money: 65676 || boat_money: 10937
zhen: 3565 robot_money: 65676 || boat_money: 10937
zhen: 3566 robot_money: 65676 || boat_money: 10937
zhen: 3567 robot_money: 65676 || boat_money: 10937
zhen: 3568 robot_money: 65676 || boat_money: 10937
zhen: 3569 robot_money: 65676 || boat_money: 10937
zhen: 3570 robot_money: 65676 || boat_money: 10937
zhen: 3571 robot_money: 65676 || boat_money: 10937
zhen: 3572 robot_money: 65676 || boat_money: 10937
zhen: 3573 robot_money: 65676 || boat_money: 10937
zhen: 3574 robot_money: 65866 || boat_money: 10937
zhen: 3575 robot_money: 65866 || boat_money: 10937
zhen: 3576 robot_money: 65866 || boat_money: 10937
zhen: 3577 robot_money: 65866 || boat_money: 10937
zhen: 3578 robot_money: 65866 || boat_money: 10937
zhen: 3579 robot_money: 65866 || boat_money: 10937
zhen: 3580 robot_money: 65866 || boat_money: 10937
zhen: 3581 robot_money: 65866 || boat_money: 10937
zhen: 3582 robot_money: 65866 || boat_money: 10937
zhen: 3583 robot_money: 65866 || boat_money: 10937
zhen: 3584 robot_money: 65866 || boat_money: 10937
zhen: 3585 robot_money: 65866 || boat_money: 10937
zhen: 3586 robot_money: 65866 || boat_money: 10937
zhen: 3587 robot_money: 66056 || boat_money: 10937
zhen: 3588 robot_money: 66056 || boat_money: 10937
zhen: 3589 robot_money: 66056 || boat_money: 10937
zhen: 3590 robot_money: 66056 || boat_money: 10937
zhen: 3591 robot_money: 66056 || boat_money: 10937
zhen: 3592 robot_money: 66056 || boat_money: 10937
zhen: 3593 robot_money: 66056 || boat_money: 10937
zhen: 3594 robot_money: 66056 || boat_money: 10937
zhen: 3595 robot_money: 66056 || boat_money: 10937
zhen: 3596 robot_money: 66056 || boat_money: 10937
zhen: 3597 robot_money: 66056 || boat_money: 10937
zhen: 3598 robot_money: 66056 || boat_money: 10937
zhen: 3599 robot_money: 66056 || boat_money: 10937
zhen: 3600 robot_money: 66056 || boat_money: 10937
zhen: 3601 robot_money: 66056 || boat_money: 10937
zhen: 3602 robot_money: 66056 || boat_money: 10937
zhen: 3603 robot_money: 66056 || boat_money: 10937
zhen: 3604 robot_money: 66056 || boat_money: 10937
zhen: 3605 robot_money: 66056 || boat_money: 10937
zhen: 3606 robot_money: 66056 || boat_money: 10937
zhen: 3607 robot_money: 66239 || boat_money: 10937
zhen: 3608 robot_money: 66239 || boat_money: 10937
zhen: 3609 robot_money: 66239 || boat_money: 10937
zhen: 3610 robot_money: 66239 || boat_money: 10937
zhen: 3611 robot_money: 66239 || boat_money: 10937
zhen: 3612 robot_money: 66239 || boat_money: 10937
zhen: 3613 robot_money: 66239 || boat_money: 10937
zhen: 3614 robot_money: 66239 || boat_money: 10937
zhen: 3615 robot_money: 66239 || boat_money: 10937
zhen: 3616 robot_money: 66239 || boat_money: 10937
zhen: 3617 robot_money: 66239 || boat_money: 10937
zhen: 3618 robot_money: 66239 || boat_money: 10937
zhen: 3619 robot_money: 66239 || boat_money: 10937
zhen: 3620 robot_money: 66239 || boat_money: 10937
zhen: 3621 robot_money: 66239 || boat_money: 10937
zhen: 3622 robot_money: 66285 || boat_money: 10937
zhen: 3623 robot_money: 66285 || boat_money: 10937
zhen: 3624 robot_money: 66285 || boat_money: 10937
zhen: 3625 robot_money: 66285 || boat_money: 10937
zhen: 3626 robot_money: 66285 || boat_money: 10937
zhen: 3627 robot_money: 66285 || boat_money: 10937
zhen: 3628 robot_money: 66285 || boat_money: 10937
zhen: 3629 robot_money: 66285 || boat_money: 10937
zhen: 3630 robot_money: 66285 || boat_money: 10937
zhen: 3631 robot_money: 66285 || boat_money: 10937
zhen: 3632 robot_money: 66285 || boat_money: 10937
zhen: 3633 robot_money: 66285 || boat_money: 10937
zhen: 3634 robot_money: 66473 || boat_money: 10937
zhen: 3635 robot_money: 66473 || boat_money: 10937
zhen: 3636 robot_money: 66473 || boat_money: 10937
zhen: 3637 robot_money: 66473 || boat_money: 10937
zhen: 3638 robot_money: 66473 || boat_money: 10937
zhen: 3639 robot_money: 66473 || boat_money: 10937
zhen: 3640 robot_money: 66473 || boat_money: 10937
zhen: 3641 robot_money: 66473 || boat_money: 10937
zhen: 3642 robot_money: 66473 || boat_money: 10937
zhen: 3643 robot_money: 66473 || boat_money: 10937
zhen: 3644 robot_money: 66473 || boat_money: 10937
zhen: 3645 robot_money: 66473 || boat_money: 10937
zhen: 3646 robot_money: 66473 || boat_money: 10937
zhen: 3647 robot_money: 66473 || boat_money: 10937
zhen: 3648 robot_money: 66473 || boat_money: 10937
zhen: 3649 robot_money: 66473 || boat_money: 10937
zhen: 3650 robot_money: 66473 || boat_money: 10937
zhen: 3651 robot_money: 66473 || boat_money: 10937
zhen: 3652 robot_money: 66473 || boat_money: 10937
zhen: 3653 robot_money: 66473 || boat_money: 10937
zhen: 3654 robot_money: 66837 || boat_money: 10937
zhen: 3655 robot_money: 66837 || boat_money: 10937
zhen: 3656 robot_money: 66837 || boat_money: 10937
zhen: 3657 robot_money: 66837 || boat_money: 10937
zhen: 3658 robot_money: 66837 || boat_money: 10937
zhen: 3659 robot_money: 66837 || boat_money: 10937
zhen: 3660 robot_money: 66837 || boat_money: 10937
zhen: 3661 robot_money: 66837 || boat_money: 10937
zhen: 3662 robot_money: 66837 || boat_money: 10937
zhen: 3663 robot_money: 66837 || boat_money: 10937
zhen: 3664 robot_money: 66837 || boat_money: 10937
zhen: 3665 robot_money: 66837 || boat_money: 10937
zhen: 3666 robot_money: 66837 || boat_money: 10937
zhen: 3667 robot_money: 66837 || boat_money: 10937
zhen: 3668 robot_money: 66837 || boat_money: 10937
zhen: 3669 robot_money: 66837 || boat_money: 10937
zhen: 3670 robot_money: 66837 || boat_money: 10937
zhen: 3671 robot_money: 66837 || boat_money: 10937
zhen: 3672 robot_money: 66837 || boat_money: 10937
zhen: 3673 robot_money: 66837 || boat_money: 10937
zhen: 3674 robot_money: 66837 || boat_money: 10937
zhen: 3675 robot_money: 67022 || boat_money: 10937
zhen: 3676 robot_money: 67022 || boat_money: 10937
zhen: 3677 robot_money: 67022 || boat_money: 10937
zhen: 3678 robot_money: 67022 || boat_money: 10937
zhen: 3679 robot_money: 67022 || boat_money: 10937
zhen: 3680 robot_money: 67022 || boat_money: 10937
zhen: 3681 robot_money: 67022 || boat_money: 10937
zhen: 3682 robot_money: 67022 || boat_money: 10937
zhen: 3683 robot_money: 67022 || boat_money: 10937
zhen: 3684 robot_money: 67022 || boat_money: 10937
zhen: 3685 robot_money: 67022 || boat_money: 10937
zhen: 3686 robot_money: 67022 || boat_money: 10937
zhen: 3687 robot_money: 67022 || boat_money: 10937
zhen: 3688 robot_money: 67022 || boat_money: 10937
zhen: 3689 robot_money: 67220 || boat_money: 10937
zhen: 3690 robot_money: 67220 || boat_money: 10937
zhen: 3691 robot_money: 67220 || boat_money: 10937
zhen: 3692 robot_money: 67220 || boat_money: 10937
zhen: 3693 robot_money: 67220 || boat_money: 10937
zhen: 3694 robot_money: 67220 || boat_money: 10937
zhen: 3695 robot_money: 67220 || boat_money: 10937
zhen: 3696 robot_money: 67220 || boat_money: 10937
zhen: 3697 robot_money: 67411 || boat_money: 10937
zhen: 3698 robot_money: 67411 || boat_money: 10937
zhen: 3699 robot_money: 67411 || boat_money: 10937
zhen: 3700 robot_money: 67411 || boat_money: 10937
zhen: 3701 robot_money: 67411 || boat_money: 10937
zhen: 3702 robot_money: 67411 || boat_money: 10937
zhen: 3703 robot_money: 67411 || boat_money: 10937
zhen: 3704 robot_money: 67411 || boat_money: 10937
zhen: 3705 robot_money: 67411 || boat_money: 10937
zhen: 3706 robot_money: 67411 || boat_money: 10937
zhen: 3707 robot_money: 67411 || boat_money: 10937
zhen: 3708 robot_money: 67599 || boat_money: 10937
zhen: 3709 robot_money: 67599 || boat_money: 10937
zhen: 3710 robot_money: 67599 || boat_money: 10937
zhen: 3711 robot_money: 67599 || boat_money: 10937
zhen: 3712 robot_money: 67599 || boat_money: 10937
zhen: 3713 robot_money: 67599 || boat_money: 10937
zhen: 3714 robot_money: 67599 || boat_money: 10937
zhen: 3715 robot_money: 67599 || boat_money: 10937
zhen: 3716 robot_money: 67599 || boat_money: 10937
zhen: 3717 robot_money: 67599 || boat_money: 10937
zhen: 3718 robot_money: 67599 || boat_money: 10937
zhen: 3719 robot_money: 67599 || boat_money: 10937
zhen: 3720 robot_money: 67599 || boat_money: 10937
zhen: 3721 robot_money: 67599 || boat_money: 10937
zhen: 3722 robot_money: 67599 || boat_money: 10937
zhen: 3723 robot_money: 67599 || boat_money: 10937
zhen: 3724 robot_money: 67782 || boat_money: 10937
zhen: 3725 robot_money: 67782 || boat_money: 10937
zhen: 3726 robot_money: 67782 || boat_money: 10937
zhen: 3727 robot_money: 67967 || boat_money: 10937
zhen: 3728 robot_money: 67967 || boat_money: 10937
zhen: 3729 robot_money: 67967 || boat_money: 10937
zhen: 3730 robot_money: 67967 || boat_money: 10937
zhen: 3731 robot_money: 67967 || boat_money: 10937
zhen: 3732 robot_money: 67967 || boat_money: 10937
zhen: 3733 robot_money: 67967 || boat_money: 10937
zhen: 3734 robot_money: 67967 || boat_money: 10937
zhen: 3735 robot_money: 67967 || boat_money: 10937
zhen: 3736 robot_money: 67967 || boat_money: 10937
zhen: 3737 robot_money: 67967 || boat_money: 10937
zhen: 3738 robot_money: 67967 || boat_money: 10937
zhen: 3739 robot_money: 67967 || boat_money: 10937
zhen: 3740 robot_money: 68149 || boat_money: 10937
zhen: 3741 robot_money: 68345 || boat_money: 10937
zhen: 3742 robot_money: 68345 || boat_money: 10937
zhen: 3743 robot_money: 68345 || boat_money: 10937
zhen: 3744 robot_money: 68545 || boat_money: 10937
zhen: 3745 robot_money: 68545 || boat_money: 10937
zhen: 3746 robot_money: 68733 || boat_money: 10937
zhen: 3747 robot_money: 68733 || boat_money: 10937
zhen: 3748 robot_money: 68733 || boat_money: 10937
zhen: 3749 robot_money: 68922 || boat_money: 10937
zhen: 3750 robot_money: 68922 || boat_money: 10937
zhen: 3751 robot_money: 68922 || boat_money: 10937
zhen: 3752 robot_money: 69120 || boat_money: 10937
zhen: 3753 robot_money: 69120 || boat_money: 10937
zhen: 3754 robot_money: 69120 || boat_money: 10937
zhen: 3755 robot_money: 69120 || boat_money: 10937
zhen: 3756 robot_money: 69120 || boat_money: 10937
zhen: 3757 robot_money: 69120 || boat_money: 10937
zhen: 3758 robot_money: 69120 || boat_money: 10937
zhen: 3759 robot_money: 69120 || boat_money: 10937
zhen: 3760 robot_money: 69120 || boat_money: 10937
zhen: 3761 robot_money: 69120 || boat_money: 10937
zhen: 3762 robot_money: 69120 || boat_money: 10937
zhen: 3763 robot_money: 69120 || boat_money: 10937
zhen: 3764 robot_money: 69120 || boat_money: 10937
zhen: 3765 robot_money: 69120 || boat_money: 10937
zhen: 3766 robot_money: 69120 || boat_money: 10937
zhen: 3767 robot_money: 69120 || boat_money: 10937
zhen: 3768 robot_money: 69120 || boat_money: 10937
zhen: 3769 robot_money: 69120 || boat_money: 10937
zhen: 3770 robot_money: 69120 || boat_money: 10937
zhen: 3771 robot_money: 69120 || boat_money: 10937
zhen: 3772 robot_money: 69120 || boat_money: 10937
zhen: 3773 robot_money: 69120 || boat_money: 10937
zhen: 3774 robot_money: 69120 || boat_money: 10937
zhen: 3775 robot_money: 69120 || boat_money: 10937
zhen: 3776 robot_money: 69120 || boat_money: 10937
zhen: 3777 robot_money: 69120 || boat_money: 10937
zhen: 3778 robot_money: 69120 || boat_money: 10937
zhen: 3779 robot_money: 69120 || boat_money: 10937
zhen: 3780 robot_money: 69120 || boat_money: 10937
zhen: 3781 robot_money: 69120 || boat_money: 10937
zhen: 3782 robot_money: 69120 || boat_money: 10937
zhen: 3783 robot_money: 69120 || boat_money: 10937
zhen: 3784 robot_money: 69120 || boat_money: 10937
zhen: 3785 robot_money: 69315 || boat_money: 10937
zhen: 3786 robot_money: 69315 || boat_money: 10937
zhen: 3787 robot_money: 69508 || boat_money: 10937
zhen: 3788 robot_money: 69508 || boat_money: 10937
zhen: 3789 robot_money: 69508 || boat_money: 10937
zhen: 3790 robot_money: 69508 || boat_money: 10937
zhen: 3791 robot_money: 69508 || boat_money: 10937
zhen: 3792 robot_money: 69508 || boat_money: 10937
zhen: 3793 robot_money: 69508 || boat_money: 10937
zhen: 3794 robot_money: 69508 || boat_money: 10937
zhen: 3795 robot_money: 69508 || boat_money: 10937
zhen: 3796 robot_money: 69508 || boat_money: 10937
zhen: 3797 robot_money: 69508 || boat_money: 10937
zhen: 3798 robot_money: 69508 || boat_money: 10937
zhen: 3799 robot_money: 69508 || boat_money: 10937
zhen: 3800 robot_money: 69508 || boat_money: 10937
zhen: 3801 robot_money: 69508 || boat_money: 10937
zhen: 3802 robot_money: 69508 || boat_money: 10937
zhen: 3803 robot_money: 69508 || boat_money: 10937
zhen: 3804 robot_money: 69508 || boat_money: 10937
zhen: 3805 robot_money: 69508 || boat_money: 10937
zhen: 3806 robot_money: 69508 || boat_money: 10937
zhen: 3807 robot_money: 69508 || boat_money: 10937
zhen: 3808 robot_money: 69508 || boat_money: 10937
zhen: 3809 robot_money: 69508 || boat_money: 10937
zhen: 3810 robot_money: 69508 || boat_money: 10937
zhen: 3811 robot_money: 69508 || boat_money: 10937
zhen: 3812 robot_money: 69508 || boat_money: 10937
zhen: 3813 robot_money: 69508 || boat_money: 10937
zhen: 3814 robot_money: 69508 || boat_money: 10937
zhen: 3815 robot_money: 69508 || boat_money: 10937
zhen: 3816 robot_money: 69508 || boat_money: 10937
zhen: 3817 robot_money: 69508 || boat_money: 10937
zhen: 3818 robot_money: 69508 || boat_money: 10937
zhen: 3819 robot_money: 69690 || boat_money: 10937
zhen: 3820 robot_money: 69690 || boat_money: 10937
zhen: 3821 robot_money: 69690 || boat_money: 10937
zhen: 3822 robot_money: 69690 || boat_money: 10937
zhen: 3823 robot_money: 69690 || boat_money: 10937
zhen: 3824 robot_money: 69885 || boat_money: 10937
zhen: 3825 robot_money: 69885 || boat_money: 10937
zhen: 3826 robot_money: 69885 || boat_money: 10937
zhen: 3827 robot_money: 69885 || boat_money: 10937
zhen: 3828 robot_money: 69885 || boat_money: 10937
zhen: 3829 robot_money: 69885 || boat_money: 10937
zhen: 3830 robot_money: 69885 || boat_money: 10937
zhen: 3831 robot_money: 69885 || boat_money: 10937
zhen: 3832 robot_money: 70069 || boat_money: 10937
zhen: 3833 robot_money: 70069 || boat_money: 10937
zhen: 3834 robot_money: 70069 || boat_money: 10937
zhen: 3835 robot_money: 70069 || boat_money: 10937
zhen: 3836 robot_money: 70069 || boat_money: 10937
zhen: 3837 robot_money: 70069 || boat_money: 10937
zhen: 3838 robot_money: 70257 || boat_money: 10937
zhen: 3839 robot_money: 70257 || boat_money: 10937
zhen: 3840 robot_money: 70257 || boat_money: 10937
zhen: 3841 robot_money: 70257 || boat_money: 10937
zhen: 3842 robot_money: 70257 || boat_money: 10937
zhen: 3843 robot_money: 70257 || boat_money: 10937
zhen: 3844 robot_money: 70257 || boat_money: 10937
zhen: 3845 robot_money: 70447 || boat_money: 10937
zhen: 3846 robot_money: 70447 || boat_money: 10937
zhen: 3847 robot_money: 70447 || boat_money: 10937
zhen: 3848 robot_money: 70447 || boat_money: 10937
zhen: 3849 robot_money: 70447 || boat_money: 10937
zhen: 3850 robot_money: 70447 || boat_money: 10937
zhen: 3851 robot_money: 70642 || boat_money: 10937
zhen: 3852 robot_money: 70642 || boat_money: 10937
zhen: 3853 robot_money: 70642 || boat_money: 10937
zhen: 3854 robot_money: 70642 || boat_money: 10937
zhen: 3855 robot_money: 70642 || boat_money: 10937
zhen: 3856 robot_money: 70642 || boat_money: 10937
zhen: 3857 robot_money: 70642 || boat_money: 10937
zhen: 3858 robot_money: 70642 || boat_money: 10937
zhen: 3859 robot_money: 70642 || boat_money: 10937
zhen: 3860 robot_money: 70838 || boat_money: 10937
zhen: 3861 robot_money: 70838 || boat_money: 10937
zhen: 3862 robot_money: 70838 || boat_money: 10937
zhen: 3863 robot_money: 70838 || boat_money: 10937
zhen: 3864 robot_money: 70838 || boat_money: 10937
zhen: 3865 robot_money: 70838 || boat_money: 10937
zhen: 3866 robot_money: 70838 || boat_money: 10937
zhen: 3867 robot_money: 70838 || boat_money: 10937
zhen: 3868 robot_money: 70838 || boat_money: 10937
zhen: 3869 robot_money: 70838 || boat_money: 10937
zhen: 3870 robot_money: 71023 || boat_money: 10937
zhen: 3871 robot_money: 71023 || boat_money: 10937
zhen: 3872 robot_money: 71023 || boat_money: 10937
zhen: 3873 robot_money: 71023 || boat_money: 10937
zhen: 3874 robot_money: 71023 || boat_money: 10937
zhen: 3875 robot_money: 71223 || boat_money: 10937
zhen: 3876 robot_money: 71404 || boat_money: 10937
zhen: 3877 robot_money: 71404 || boat_money: 10937
zhen: 3878 robot_money: 71404 || boat_money: 10937
zhen: 3879 robot_money: 71596 || boat_money: 10937
zhen: 3880 robot_money: 71596 || boat_money: 10937
zhen: 3881 robot_money: 71596 || boat_money: 10937
zhen: 3882 robot_money: 71596 || boat_money: 10937
zhen: 3883 robot_money: 71596 || boat_money: 10937
zhen: 3884 robot_money: 71596 || boat_money: 10937
zhen: 3885 robot_money: 71596 || boat_money: 10937
zhen: 3886 robot_money: 71596 || boat_money: 10937
zhen: 3887 robot_money: 71596 || boat_money: 10937
zhen: 3888 robot_money: 71596 || boat_money: 10937
zhen: 3889 robot_money: 71596 || boat_money: 10937
zhen: 3890 robot_money: 71596 || boat_money: 10937
zhen: 3891 robot_money: 71596 || boat_money: 10937
zhen: 3892 robot_money: 71596 || boat_money: 10937
zhen: 3893 robot_money: 71596 || boat_money: 10937
zhen: 3894 robot_money: 71596 || boat_money: 10937
zhen: 3895 robot_money: 71785 || boat_money: 10937
zhen: 3896 robot_money: 71785 || boat_money: 10937
zhen: 3897 robot_money: 71785 || boat_money: 10937
zhen: 3898 robot_money: 71785 || boat_money: 10937
zhen: 3899 robot_money: 71785 || boat_money: 10937
zhen: 3900 robot_money: 71981 || boat_money: 10937
zhen: 3901 robot_money: 71981 || boat_money: 10937
zhen: 3902 robot_money: 71981 || boat_money: 10937
zhen: 3903 robot_money: 71981 || boat_money: 10937
zhen: 3904 robot_money: 71981 || boat_money: 10937
zhen: 3905 robot_money: 71981 || boat_money: 10937
zhen: 3906 robot_money: 71981 || boat_money: 10937
zhen: 3907 robot_money: 71981 || boat_money: 10937
zhen: 3908 robot_money: 71981 || boat_money: 10937
zhen: 3909 robot_money: 71981 || boat_money: 10937
zhen: 3910 robot_money: 71981 || boat_money: 10937
zhen: 3911 robot_money: 71981 || boat_money: 10937
zhen: 3912 robot_money: 71981 || boat_money: 10937
zhen: 3913 robot_money: 71981 || boat_money: 10937
zhen: 3914 robot_money: 71981 || boat_money: 10937
zhen: 3915 robot_money: 71981 || boat_money: 10937
zhen: 3916 robot_money: 71981 || boat_money: 10937
zhen: 3917 robot_money: 71981 || boat_money: 10937
zhen: 3918 robot_money: 71981 || boat_money: 10937
zhen: 3919 robot_money: 71981 || boat_money: 10937
zhen: 3920 robot_money: 71981 || boat_money: 10937
zhen: 3921 robot_money: 71981 || boat_money: 10937
zhen: 3922 robot_money: 71981 || boat_money: 10937
zhen: 3923 robot_money: 71981 || boat_money: 10937
zhen: 3924 robot_money: 72165 || boat_money: 10937
zhen: 3925 robot_money: 72165 || boat_money: 10937
zhen: 3926 robot_money: 72165 || boat_money: 10937
zhen: 3927 robot_money: 72165 || boat_money: 10937
zhen: 3928 robot_money: 72165 || boat_money: 10937
zhen: 3929 robot_money: 72165 || boat_money: 10937
zhen: 3930 robot_money: 72165 || boat_money: 10937
zhen: 3931 robot_money: 72165 || boat_money: 10937
zhen: 3932 robot_money: 72165 || boat_money: 10937
zhen: 3933 robot_money: 72165 || boat_money: 10937
zhen: 3934 robot_money: 72165 || boat_money: 10937
zhen: 3935 robot_money: 72165 || boat_money: 10937
zhen: 3936 robot_money: 72165 || boat_money: 10937
zhen: 3937 robot_money: 72165 || boat_money: 10937
zhen: 3938 robot_money: 72165 || boat_money: 10937
zhen: 3939 robot_money: 72165 || boat_money: 10937
zhen: 3940 robot_money: 72165 || boat_money: 10937
zhen: 3941 robot_money: 72165 || boat_money: 10937
zhen: 3942 robot_money: 72165 || boat_money: 10937
zhen: 3943 robot_money: 72165 || boat_money: 10937
zhen: 3944 robot_money: 72165 || boat_money: 10937
zhen: 3945 robot_money: 72165 || boat_money: 10937
zhen: 3946 robot_money: 72165 || boat_money: 10937
zhen: 3947 robot_money: 72165 || boat_money: 10937
zhen: 3948 robot_money: 72165 || boat_money: 10937
zhen: 3949 robot_money: 72165 || boat_money: 10937
zhen: 3950 robot_money: 72165 || boat_money: 10937
zhen: 3951 robot_money: 72165 || boat_money: 10937
zhen: 3952 robot_money: 72165 || boat_money: 10937
zhen: 3953 robot_money: 72165 || boat_money: 10937
zhen: 3954 robot_money: 72165 || boat_money: 10937
zhen: 3955 robot_money: 72165 || boat_money: 10937
zhen: 3956 robot_money: 72165 || boat_money: 10937
zhen: 3957 robot_money: 72558 || boat_money: 10937
zhen: 3958 robot_money: 72558 || boat_money: 10937
zhen: 3959 robot_money: 72558 || boat_money: 10937
zhen: 3960 robot_money: 72558 || boat_money: 10937
zhen: 3961 robot_money: 72558 || boat_money: 10937
zhen: 3962 robot_money: 72558 || boat_money: 10937
zhen: 3963 robot_money: 72758 || boat_money: 10937
zhen: 3964 robot_money: 72758 || boat_money: 10937
zhen: 3965 robot_money: 72758 || boat_money: 10937
zhen: 3966 robot_money: 72758 || boat_money: 10937
zhen: 3967 robot_money: 72758 || boat_money: 10937
zhen: 3968 robot_money: 72758 || boat_money: 10937
zhen: 3969 robot_money: 72758 || boat_money: 10937
zhen: 3970 robot_money: 72758 || boat_money: 10937
zhen: 3971 robot_money: 72953 || boat_money: 10937
zhen: 3972 robot_money: 72953 || boat_money: 10937
zhen: 3973 robot_money: 72953 || boat_money: 10937
zhen: 3974 robot_money: 72953 || boat_money: 10937
zhen: 3975 robot_money: 72953 || boat_money: 10937
zhen: 3976 robot_money: 72953 || boat_money: 10937
zhen: 3977 robot_money: 72953 || boat_money: 10937
zhen: 3978 robot_money: 72953 || boat_money: 10937
zhen: 3979 robot_money: 72953 || boat_money: 10937
zhen: 3980 robot_money: 72953 || boat_money: 10937
zhen: 3981 robot_money: 72953 || boat_money: 10937
zhen: 3982 robot_money: 72953 || boat_money: 10937
zhen: 3983 robot_money: 72953 || boat_money: 10937
zhen: 3984 robot_money: 72953 || boat_money: 10937
zhen: 3985 robot_money: 73136 || boat_money: 10937
zhen: 3986 robot_money: 73136 || boat_money: 10937
zhen: 3987 robot_money: 73136 || boat_money: 10937
zhen: 3988 robot_money: 73136 || boat_money: 10937
zhen: 3989 robot_money: 73136 || boat_money: 10937
zhen: 3990 robot_money: 73136 || boat_money: 10937
zhen: 3991 robot_money: 73136 || boat_money: 10937
zhen: 3992 robot_money: 73136 || boat_money: 10937
zhen: 3993 robot_money: 73199 || boat_money: 10937
zhen: 3994 robot_money: 73199 || boat_money: 10937
zhen: 3995 robot_money: 73199 || boat_money: 10937
zhen: 3996 robot_money: 73199 || boat_money: 10937
zhen: 3997 robot_money: 73384 || boat_money: 10937
zhen: 3998 robot_money: 73584 || boat_money: 10937
zhen: 3999 robot_money: 73584 || boat_money: 10937
zhen: 4000 robot_money: 73584 || boat_money: 10937
zhen: 4001 robot_money: 73584 || boat_money: 10937
zhen: 4002 robot_money: 73584 || boat_money: 10937
zhen: 4003 robot_money: 73584 || boat_money: 10937
zhen: 4004 robot_money: 73584 || boat_money: 10937
zhen: 4005 robot_money: 73584 || boat_money: 10937
zhen: 4006 robot_money: 73766 || boat_money: 10937
zhen: 4007 robot_money: 73766 || boat_money: 10937
zhen: 4008 robot_money: 73966 || boat_money: 10937
zhen: 4009 robot_money: 73966 || boat_money: 10937
zhen: 4010 robot_money: 73966 || boat_money: 10937
zhen: 4011 robot_money: 73966 || boat_money: 10937
zhen: 4012 robot_money: 73966 || boat_money: 10937
zhen: 4013 robot_money: 73966 || boat_money: 10937
zhen: 4014 robot_money: 73966 || boat_money: 10937
zhen: 4015 robot_money: 73966 || boat_money: 10937
zhen: 4016 robot_money: 73966 || boat_money: 10937
zhen: 4017 robot_money: 73966 || boat_money: 10937
zhen: 4018 robot_money: 73966 || boat_money: 10937
zhen: 4019 robot_money: 73966 || boat_money: 10937
zhen: 4020 robot_money: 73966 || boat_money: 10937
zhen: 4021 robot_money: 73966 || boat_money: 10937
zhen: 4022 robot_money: 73966 || boat_money: 10937
zhen: 4023 robot_money: 73966 || boat_money: 10937
zhen: 4024 robot_money: 73966 || boat_money: 10937
zhen: 4025 robot_money: 73966 || boat_money: 10937
zhen: 4026 robot_money: 73966 || boat_money: 10937
zhen: 4027 robot_money: 73966 || boat_money: 10937
zhen: 4028 robot_money: 73966 || boat_money: 10937
zhen: 4029 robot_money: 73966 || boat_money: 10937
zhen: 4030 robot_money: 73966 || boat_money: 10937
zhen: 4031 robot_money: 73966 || boat_money: 10937
zhen: 4032 robot_money: 73966 || boat_money: 10937
zhen: 4033 robot_money: 73966 || boat_money: 10937
